premises_en	hypothesis_en	gold	content-type	conversion	conversion-type	mood	figure	image_id	image_path	term1	term2	term3
No water are metals. All iron are water.	Some iron are metals.	contradiction	incongruent	no	n/a	EAI	1	euler_19_EA1	images/euler_19_EA1.png	metals	water	iron
All vegetables are tomatoes. No plants are tomatoes.	Some plants are vegetables.	contradiction	incongruent	no	n/a	AEI	2	euler_20_AE2	images/euler_20_AE2.png	vegetables	tomatoes	plants
All ghosts are students. All human beings are ghosts.	Some human beings are not students.	contradiction	incongruent	no	n/a	AAO	1	euler_12_AA1	images/euler_12_AA1.png	students	ghosts	human beings
No pigeons are birds. Some cats are birds.	All cats are pigeons.	contradiction	incongruent	no	n/a	EIA	2	euler_9_EI2	images/euler_9_EI2.png	pigeons	birds	cats
Some tuna are shark. All shark are fish.	No fish are tuna.	contradiction	incongruent	no	n/a	IAE	4	euler_22_IA4	images/euler_22_IA4.png	tuna	shark	fish
All plants are trees. All living things are plants.	Some living things are not trees.	contradiction	incongruent	no	n/a	AAO	1	euler_13_AA1	images/euler_13_AA1.png	trees	plants	living things
Some birds are pigeons. All birds are cats.	No cats are pigeons.	contradiction	incongruent	no	n/a	IAE	3	euler_9_IA3	images/euler_9_IA3.png	pigeons	birds	cats
Some sand are not metals. All sand are air.	All air are metals.	contradiction	incongruent	no	n/a	OAA	3	euler_5_OA3	images/euler_5_OA3.png	metals	sand	air
No crocodiles are birds. Some crocodiles are crows.	All crows are birds.	contradiction	incongruent	no	n/a	EIA	3	euler_6_EI3	images/euler_6_EI3.png	birds	crocodiles	crows
No baseball players are athletes. Some human beings are athletes.	All human beings are baseball players.	contradiction	incongruent	no	n/a	EIA	2	euler_10_EI2	images/euler_10_EI2.png	baseball players	athletes	human beings
No metals are water. Some iron are water.	All iron are metals.	contradiction	incongruent	no	n/a	EIA	2	euler_19_EI2	images/euler_19_EI2.png	metals	water	iron
All plants are trees. Some living things are plants.	No living things are trees.	contradiction	incongruent	no	n/a	AIE	1	euler_13_AI1	images/euler_13_AI1.png	trees	plants	living things
All foods are fruits. Some stones are foods.	No stones are fruits.	contradiction	incongruent	no	n/a	AIE	1	euler_2_AI1	images/euler_2_AI1.png	fruits	foods	stones
No dogs are animals. Some robots are animals.	All robots are dogs.	contradiction	incongruent	no	n/a	EIA	2	euler_3_EI2	images/euler_3_EI2.png	dogs	animals	robots
Some birds are sparrows. All birds are stones.	No stones are sparrows.	contradiction	incongruent	no	n/a	IAE	3	euler_7_IA3	images/euler_7_IA3.png	sparrows	birds	stones
All ghosts are students. Some ghosts are human beings.	No human beings are students.	contradiction	incongruent	no	n/a	AIE	3	euler_12_AI3	images/euler_12_AI3.png	students	ghosts	human beings
All trumpets are instruments. Some string instruments are not instruments.	All string instruments are trumpets.	contradiction	incongruent	no	n/a	AOA	2	euler_14_AO2	images/euler_14_AO2.png	trumpets	instruments	string instruments
No horses are students. All humans are horses.	Some humans are students.	contradiction	incongruent	no	n/a	EAI	1	euler_8_EA1	images/euler_8_EA1.png	students	horses	humans
All birds are crocodiles. No crocodiles are crows.	Some crows are birds.	contradiction	incongruent	no	n/a	AEI	4	euler_6_AE4	images/euler_6_AE4.png	birds	crocodiles	crows
Some crocodiles are birds. All crocodiles are crows.	No crows are birds.	contradiction	incongruent	no	n/a	IAE	3	euler_6_IA3	images/euler_6_IA3.png	birds	crocodiles	crows
All robots are comodities. No comodities are machines.	Some machines are robots.	contradiction	incongruent	no	n/a	AEI	4	euler_4_AE4	images/euler_4_AE4.png	robots	comodities	machines
All horses are students. All humans are horses.	Some humans are not students.	contradiction	incongruent	no	n/a	AAO	1	euler_8_AA1	images/euler_8_AA1.png	students	horses	humans
No students are ghosts. All human beings are ghosts.	Some human beings are students.	contradiction	incongruent	no	n/a	EAI	2	euler_12_EA2	images/euler_12_EA2.png	students	ghosts	human beings
No students are ghosts. Some ghosts are human beings.	All human beings are students.	contradiction	incongruent	no	n/a	EIA	4	euler_12_EI4	images/euler_12_EI4.png	students	ghosts	human beings
All animals are dogs. All robots are animals.	Some robots are not dogs.	contradiction	incongruent	no	n/a	AAO	1	euler_3_AA1	images/euler_3_AA1.png	dogs	animals	robots
All trees are plants. No living things are plants.	Some living things are trees.	contradiction	incongruent	no	n/a	AEI	2	euler_13_AE2	images/euler_13_AE2.png	trees	plants	living things
All plants are tomatoes. Some animals are plants.	No animals are tomatoes.	contradiction	incongruent	no	n/a	AIE	1	euler_11_AI1	images/euler_11_AI1.png	tomatoes	plants	animals
All birds are crocodiles. No crows are crocodiles.	Some crows are birds.	contradiction	incongruent	no	n/a	AEI	2	euler_6_AE2	images/euler_6_AE2.png	birds	crocodiles	crows
All crocodiles are birds. Some crocodiles are crows.	Some crows are birds.	entailment	incongruent	no	n/a	AII	3	euler_6_AI3	images/euler_6_AI3.png	birds	crocodiles	crows
No liquid are metals. Some liquid are stones.	Some stones are not metals.	entailment	incongruent	no	n/a	EIO	3	euler_18_EI3	images/euler_18_EI3.png	metals	liquid	stones
No metals are water. Some iron are water.	Some iron are not metals.	entailment	incongruent	no	n/a	EIO	2	euler_19_EI2	images/euler_19_EI2.png	metals	water	iron
No baseball players are athletes. Some human beings are athletes.	Some human beings are not baseball players.	entailment	incongruent	no	n/a	EIO	2	euler_10_EI2	images/euler_10_EI2.png	baseball players	athletes	human beings
All athletes are baseball players. All human beings are athletes.	All human beings are baseball players.	entailment	incongruent	no	n/a	AAA	1	euler_10_AA1	images/euler_10_AA1.png	baseball players	athletes	human beings
No sand are metals. All air are sand.	No air are metals.	entailment	incongruent	no	n/a	EAE	1	euler_5_EA1	images/euler_5_EA1.png	metals	sand	air
No dogs are animals. Some robots are animals.	Some robots are not dogs.	entailment	incongruent	no	n/a	EIO	2	euler_3_EI2	images/euler_3_EI2.png	dogs	animals	robots
No students are ghosts. Some ghosts are human beings.	Some human beings are not students.	entailment	incongruent	no	n/a	EIO	4	euler_12_EI4	images/euler_12_EI4.png	students	ghosts	human beings
All trees are plants. No living things are plants.	No living things are trees.	entailment	incongruent	no	n/a	AEE	2	euler_13_AE2	images/euler_13_AE2.png	trees	plants	living things
No wicked people are human beings. All thieves are human beings.	No thieves are wicked people.	entailment	incongruent	no	n/a	EAE	2	euler_21_EA2	images/euler_21_EA2.png	wicked people	human beings	thieves
Some sand are not metals. All sand are air.	Some air are not metals.	entailment	incongruent	no	n/a	OAO	3	euler_5_OA3	images/euler_5_OA3.png	metals	sand	air
All vegetables are tomatoes. No plants are tomatoes.	No plants are vegetables.	entailment	incongruent	no	n/a	AEE	2	euler_20_AE2	images/euler_20_AE2.png	vegetables	tomatoes	plants
No vegetables are tomatoes. All plants are tomatoes.	No plants are vegetables.	entailment	incongruent	no	n/a	EAE	2	euler_20_EA2	images/euler_20_EA2.png	vegetables	tomatoes	plants
Some birds are pigeons. All birds are cats.	Some cats are pigeons.	entailment	incongruent	no	n/a	IAI	3	euler_9_IA3	images/euler_9_IA3.png	pigeons	birds	cats
Some human beings are wicked people. All human beings are thieves.	Some thieves are wicked people.	entailment	incongruent	no	n/a	IAI	3	euler_21_IA3	images/euler_21_IA3.png	wicked people	human beings	thieves
All animals are dogs. All robots are animals.	All robots are dogs.	entailment	incongruent	no	n/a	AAA	1	euler_3_AA1	images/euler_3_AA1.png	dogs	animals	robots
All robots are comodities. No comodities are machines.	No machines are robots.	entailment	incongruent	no	n/a	AEE	4	euler_4_AE4	images/euler_4_AE4.png	robots	comodities	machines
No tomatoes are plants. Some plants are animals.	Some animals are not tomatoes.	entailment	incongruent	no	n/a	EIO	4	euler_11_EI4	images/euler_11_EI4.png	tomatoes	plants	animals
All ghosts are students. Some ghosts are human beings.	Some human beings are students.	entailment	incongruent	no	n/a	AII	3	euler_12_AI3	images/euler_12_AI3.png	students	ghosts	human beings
No crocodiles are birds. Some crocodiles are crows.	Some crows are not birds.	entailment	incongruent	no	n/a	EIO	3	euler_6_EI3	images/euler_6_EI3.png	birds	crocodiles	crows
No beer are liquor. All drink are liquor.	No drink are beer.	entailment	incongruent	no	n/a	EAE	2	euler_17_EA2	images/euler_17_EA2.png	beer	liquor	drink
No human beings are mammals. All horses are mammals.	No horses are human beings.	entailment	incongruent	no	n/a	EAE	2	euler_15_EA2	images/euler_15_EA2.png	human beings	mammals	horses
All students are horses. No humans are horses.	No humans are students.	entailment	incongruent	no	n/a	AEE	2	euler_8_AE2	images/euler_8_AE2.png	students	horses	humans
All birds are crocodiles. No crows are crocodiles.	No crows are birds.	entailment	incongruent	no	n/a	AEE	2	euler_6_AE2	images/euler_6_AE2.png	birds	crocodiles	crows
No tuna are shark. All fish are shark.	No fish are tuna.	entailment	incongruent	no	n/a	EAE	2	euler_22_EA2	images/euler_22_EA2.png	tuna	shark	fish
All horses are students. All humans are horses.	All humans are students.	entailment	incongruent	no	n/a	AAA	1	euler_8_AA1	images/euler_8_AA1.png	students	horses	humans
All plants are trees. All living things are plants.	All living things are trees.	entailment	incongruent	no	n/a	AAA	1	euler_13_AA1	images/euler_13_AA1.png	trees	plants	living things
Some tuna are shark. All shark are fish.	Some fish are tuna.	entailment	incongruent	no	n/a	IAI	4	euler_22_IA4	images/euler_22_IA4.png	tuna	shark	fish
All foods are fruits. Some stones are foods.	Some stones are fruits.	entailment	incongruent	no	n/a	AII	1	euler_2_AI1	images/euler_2_AI1.png	fruits	foods	stones
Some crocodiles are birds. All crocodiles are crows.	Some crows are birds.	entailment	incongruent	no	n/a	IAI	3	euler_6_IA3	images/euler_6_IA3.png	birds	crocodiles	crows
No water are metals. All iron are water.	No iron are metals.	entailment	incongruent	no	n/a	EAE	1	euler_19_EA1	images/euler_19_EA1.png	metals	water	iron
No horses are students. All humans are horses.	No humans are students.	entailment	incongruent	no	n/a	EAE	1	euler_8_EA1	images/euler_8_EA1.png	students	horses	humans
No human beings are wicked people. Some thieves are human beings.	Some thieves are not wicked people.	entailment	incongruent	no	n/a	EIO	1	euler_21_EI1	images/euler_21_EI1.png	wicked people	human beings	thieves
No metals are sand. All air are sand.	No air are metals.	entailment	incongruent	no	n/a	EAE	2	euler_5_EA2	images/euler_5_EA2.png	metals	sand	air
All birds are crocodiles. No crocodiles are crows.	No crows are birds.	entailment	incongruent	no	n/a	AEE	4	euler_6_AE4	images/euler_6_AE4.png	birds	crocodiles	crows
Some birds are sparrows. All birds are stones.	Some stones are sparrows.	entailment	incongruent	no	n/a	IAI	3	euler_7_IA3	images/euler_7_IA3.png	sparrows	birds	stones
All plants are trees. Some living things are plants.	Some living things are trees.	entailment	incongruent	no	n/a	AII	1	euler_13_AI1	images/euler_13_AI1.png	trees	plants	living things
No pigeons are birds. Some cats are birds.	Some cats are not pigeons.	entailment	incongruent	no	n/a	EIO	2	euler_9_EI2	images/euler_9_EI2.png	pigeons	birds	cats
All trumpets are instruments. Some string instruments are not instruments.	Some string instruments are not trumpets.	entailment	incongruent	no	n/a	AOO	2	euler_14_AO2	images/euler_14_AO2.png	trumpets	instruments	string instruments
No students are ghosts. All human beings are ghosts.	No human beings are students.	entailment	incongruent	no	n/a	EAE	2	euler_12_EA2	images/euler_12_EA2.png	students	ghosts	human beings
All crocodiles are birds. Some crocodiles are crows.	Some crows are not birds.	neutral	incongruent	no	n/a	AIO	3	euler_6_AI3	images/euler_6_AI3.png	birds	crocodiles	crows
All comodities are robots. All comodities are machines.	Some machines are not robots.	neutral	incongruent	no	n/a	AAO	3	euler_4_AA3	images/euler_4_AA3.png	robots	comodities	machines
Some dogs are not animals. All animals are robots.	Some robots are not dogs.	neutral	incongruent	yes	O	OAO	4	euler_3_OA4	images/euler_3_OA4.png	dogs	animals	robots
All trees are plants. Some plants are not living things.	Some living things are trees.	neutral	incongruent	no	n/a	AOI	4	euler_13_AO4	images/euler_13_AO4.png	trees	plants	living things
No human beings are mammals. All horses are mammals.	All horses are human beings.	neutral	incongruent	no	n/a	EAA	2	euler_15_EA2	images/euler_15_EA2.png	human beings	mammals	horses
All vegetables are tomatoes. Some tomatoes are not plants.	No plants are vegetables.	neutral	incongruent	no	n/a	AOE	4	euler_20_AO4	images/euler_20_AO4.png	vegetables	tomatoes	plants
All tomatoes are plants. All plants are animals.	No animals are tomatoes.	neutral	incongruent	no	n/a	AAE	4	euler_11_AA4	images/euler_11_AA4.png	tomatoes	plants	animals
Some tomatoes are plants. All animals are plants.	No animals are tomatoes.	neutral	incongruent	no	n/a	IAE	2	euler_11_IA2	images/euler_11_IA2.png	tomatoes	plants	animals
Some students are not horses. All humans are horses.	Some humans are students.	neutral	incongruent	no	n/a	OAI	2	euler_8_OA2	images/euler_8_OA2.png	students	horses	humans
Some trees are plants. All living things are plants.	Some living things are trees.	neutral	incongruent	yes	A	IAI	2	euler_13_IA2	images/euler_13_IA2.png	trees	plants	living things
All vegetables are tomatoes. No plants are tomatoes.	Some plants are not vegetables.	neutral	incongruent	no	n/a	AEO	2	euler_20_AE2	images/euler_20_AE2.png	vegetables	tomatoes	plants
All tomatoes are plants. Some plants are animals.	Some animals are not tomatoes.	neutral	incongruent	no	n/a	AIO	4	euler_11_AI4	images/euler_11_AI4.png	tomatoes	plants	animals
Some tuna are shark. All fish are shark.	Some fish are not tuna.	neutral	incongruent	no	n/a	IAO	2	euler_22_IA2	images/euler_22_IA2.png	tuna	shark	fish
No baseball players are athletes. All athletes are human beings.	No human beings are baseball players.	neutral	incongruent	yes	A	EAE	4	euler_10_EA4	images/euler_10_EA4.png	baseball players	athletes	human beings
No pigeons are birds. Some cats are birds.	No cats are pigeons.	neutral	incongruent	no	n/a	EIE	2	euler_9_EI2	images/euler_9_EI2.png	pigeons	birds	cats
No tomatoes are plants. Some plants are animals.	Some animals are tomatoes.	neutral	incongruent	no	n/a	EII	4	euler_11_EI4	images/euler_11_EI4.png	tomatoes	plants	animals
No human beings are mammals. All horses are mammals.	Some horses are not human beings.	neutral	incongruent	no	n/a	EAO	2	euler_15_EA2	images/euler_15_EA2.png	human beings	mammals	horses
Some females are males. All students are males.	Some students are females.	neutral	incongruent	yes	A	IAI	2	euler_16_IA2	images/euler_16_IA2.png	females	males	students
Some trees are not plants. All plants are living things.	No living things are trees.	neutral	incongruent	no	n/a	OAE	4	euler_13_OA4	images/euler_13_OA4.png	trees	plants	living things
All ghosts are students. No ghosts are human beings.	Some human beings are not students.	neutral	incongruent	no	n/a	AEO	3	euler_12_AE3	images/euler_12_AE3.png	students	ghosts	human beings
All students are horses. No humans are horses.	Some humans are not students.	neutral	incongruent	no	n/a	AEO	2	euler_8_AE2	images/euler_8_AE2.png	students	horses	humans
All water are metals. No water are iron.	All iron are metals.	neutral	incongruent	no	n/a	AEA	3	euler_19_AE3	images/euler_19_AE3.png	metals	water	iron
All students are horses. Some horses are not humans.	Some humans are not students.	neutral	incongruent	yes	O	AOO	4	euler_8_AO4	images/euler_8_AO4.png	students	horses	humans
All trees are plants. Some plants are not living things.	All living things are trees.	neutral	incongruent	no	n/a	AOA	4	euler_13_AO4	images/euler_13_AO4.png	trees	plants	living things
No beer are liquor. All drink are liquor.	Some drink are not beer.	neutral	incongruent	no	n/a	EAO	2	euler_17_EA2	images/euler_17_EA2.png	beer	liquor	drink
All fruits are foods. Some stones are foods.	Some stones are not fruits.	neutral	incongruent	no	n/a	AIO	2	euler_2_AI2	images/euler_2_AI2.png	fruits	foods	stones
All plants are tomatoes. Some animals are plants.	Some animals are not tomatoes.	neutral	incongruent	no	n/a	AIO	1	euler_11_AI1	images/euler_11_AI1.png	tomatoes	plants	animals
Some students are not horses. All humans are horses.	No humans are students.	neutral	incongruent	no	n/a	OAE	2	euler_8_OA2	images/euler_8_OA2.png	students	horses	humans
No birds are sparrows. All birds are stones.	Some stones are not sparrows.	neutral	incongruent	no	n/a	EAO	3	euler_7_EA3	images/euler_7_EA3.png	sparrows	birds	stones
All animals are dogs. All robots are animals.	Some robots are dogs.	neutral	incongruent	no	n/a	AAI	1	euler_3_AA1	images/euler_3_AA1.png	dogs	animals	robots
No students are ghosts. All human beings are ghosts.	Some human beings are not students.	neutral	incongruent	no	n/a	EAO	2	euler_12_EA2	images/euler_12_EA2.png	students	ghosts	human beings
No metals are water. Some iron are water.	No iron are metals.	neutral	incongruent	no	n/a	EIE	2	euler_19_EI2	images/euler_19_EI2.png	metals	water	iron
All comodities are robots. All comodities are machines.	Some machines are robots.	neutral	incongruent	no	n/a	AAI	3	euler_4_AA3	images/euler_4_AA3.png	robots	comodities	machines
All tomatoes are vegetables. Some tomatoes are not plants.	All plants are vegetables.	neutral	incongruent	no	n/a	AOA	3	euler_20_AO3	images/euler_20_AO3.png	vegetables	tomatoes	plants
All ghosts are students. Some ghosts are human beings.	Some human beings are not students.	neutral	incongruent	no	n/a	AIO	3	euler_12_AI3	images/euler_12_AI3.png	students	ghosts	human beings
All students are horses. No humans are horses.	All humans are students.	neutral	incongruent	no	n/a	AEA	2	euler_8_AE2	images/euler_8_AE2.png	students	horses	humans
All dogs are animals. All robots are animals.	Some robots are dogs.	neutral	incongruent	no	n/a	AAI	2	euler_3_AA2	images/euler_3_AA2.png	dogs	animals	robots
All ghosts are students. No human beings are ghosts.	Some human beings are students.	neutral	incongruent	no	n/a	AEI	1	euler_12_AE1	images/euler_12_AE1.png	students	ghosts	human beings
All athletes are baseball players. All human beings are athletes.	No human beings are baseball players.	neutral	incongruent	no	n/a	AAE	1	euler_10_AA1	images/euler_10_AA1.png	baseball players	athletes	human beings
Some tomatoes are not plants. All plants are animals.	Some animals are tomatoes.	neutral	incongruent	no	n/a	OAI	4	euler_11_OA4	images/euler_11_OA4.png	tomatoes	plants	animals
